Name_EN,Nom_FR,SubClass_EN,SousClasse_FR,PharmacologicalClass_EN,ClassePharmacologique_FR,Act,Schedule,Item,Subitem,Line,Subline
Phenylephrine,Phényléphrine,Ephedrine-type,De type éphédrine,Stimulants,Stimulants,FD,F,,,,
Pholcodine,Pholcodine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,30,
phytocannabinoid(s),phytocannabinoïde(s),Cannabinoids & derivatives,Cannabinoïdes & dérivés,Cannabinoids,Cannabinoïdes,CA,1,,,,
Piminodine,Piminodine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,19,
Pinazepam,Pinazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,28,
Piperonal,Pipéronal,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,14,,,
Pipradol,Pipradol,Arylpiperidines & benzylpiperidines,Arylpipéridines & benzylpipéridines,Stimulants,Stimulants,CD,IV,7,,,
Piritramide,Piritramide,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
PMK methyl glycidate,PMK methyl glycidate,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,,,,,,
Prasterone,Prastérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,36,
pravadoline,pravadoline,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Prazepam,Prazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,29,
Prednisone,Prednisone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Pregabalin,Prégabaline,Gabapentinoids,Gabapentinoïdes,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
Primidone,Primidone,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Procaine,Procaïne,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Proheptazine,Proheptazine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,4,,1,
Promethazine,Prométhazine,Antihistamines (first-generation),Antihistaminiques (première génération),Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,OT,,,,,
Properidine,Propéridine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,20,
Propiophenone,Propiophenone,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,OT,,,,,
Propiram,Propiram,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,12,,3,
Propyl paraben,Propylparabène,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Diphenylhydantoin,Diphénylhydantoine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Protonitazene,Protonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
Pseudoephedrine,Pseudoéphédrine,Ephedrine-type,De type éphédrine,Stimulants,Stimulants,CD,VI,16,,,
Psilocin,Psilocine,Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,11,,,
Psilocybin,Psilocybine,Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,12,,,
Pulvis ipecacuanhae,Pulvis ipecacuanhae,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
Pyrovalerone,Pyrovalérone,Cathinones,Cathinones,Stimulants,Stimulants,CD,IV,26,,,
Quetiapine,Quétiapine,Atypical antipsychotics,Antypsychotiques atypiques,Antipsychotics,Antipsychotiques,FD,F,,,,
Quinine,Quinine,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Quinolin-8-yl 1-(2-fluoropentyl)-1H-indazole-3-carboxylate,Quinolin-8-yl 1-(2-fluoropentyl)-1H-indazole-3-carboxylate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Quinolin-8-yl 1-(4-fluoropentyl)-1H-indazole-3-carboxylate,Quinolin-8-yl 1-(4-fluoropentyl)-1H-indazole-3-carboxylate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
"quinolin-8-yl 1-pentyl-1H-pyrrolo[2,3-c]pyridine-3-carboxylate","quinolin-8-yl 1-pentyl-1H-pyrrolo[2,3-c]pyridine-3-carboxylate",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Quinolin-8-yl-1-benzyl-1H-indazole-3-carboxylate,Quinolin-8-yl-1-benzyl-1H-indazole-3-carboxylate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Racemethorphan,Racéméthorphane,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,8,
Racemoramide,Racémoramide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,9,,4,
Ramipril,Ramipril,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
RCS-2 butyl,RCS-2 butyl,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
RCS-4 butyl homologue,RCS-4 butyl homologue,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
RCS-4 ortho isomer,RCS-4 ortho isomer,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Red Phosphorus,Phosphore rouge,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,20,,,
Remifentanil,Rémifentanil,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,11.1,
Rimonabant,Rimonabant,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Risperidone,Rispéridone,Atypical antipsychotics,Antypsychotiques atypiques,Antipsychotics,Antipsychotiques,FD,F,,,,
Rolicyclidine,Rolicyclidine,PCP & analogues,PCP & analogues,Dissociatives,Dissociatifs,CD,III,16,,,
Safrole,Safrole,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,17,,,
SDB-005,SDB-005,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
SDB-006,SDB-006,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
SDB-006 N-phenyl analogue,SDB-006 N-phenyl analogue,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Secobarbital,Sécobarbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,1,,24,
Sertraline,Sertraline,Selective Serotonin Reuptake Inhibitors (SSRI),Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Antidepressants,Antidépresseurs,FD,F,,,,
SGT-151,SGT-151,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Sildenafil,Sildénafil,Erectile dysfunction drugs ,Substances pour la dysfonction érectile ,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Solids containing cannabis,Solides qui contiennent du cannabis,Cannabinoids & derivatives,Cannabinoïdes & dérivés,Cannabinoids,Cannabinoïdes,CA,3,3,,,
ß-Hydroxy-3-methylfentanyl,ß-Hydroxy méthyl-3 fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,7,
ß-Hydroxyfentanyl,ß-Hydroxyfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,6,
ß-keto-Ethylbenzodioxolylbutanamine,ß-céto-Éthylbenzodioxolylbutanamine,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,19,,11,
Stanozolol,Stanozolol,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,38,
Sucrose,Sucrose,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Sufentanil,Sufentanil,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,12,
Sulfamethoxazole,Sulfaméthoxazole,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Sorbitol,Sorbitol,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Starch,Amidon,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Tadalafil,Tadalafil,Erectile dysfunction drugs ,Substances pour la dysfonction érectile ,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Talc,Talc,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Tamoxifen,Tamoxifène,Selective estrogen receptor modulators (SERM),Modulateurs sélectifs des récepteurs d'œstrogènes (SERM),Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Temazepam,Témazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,30,
Testosterone,Testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,40,
Testosterone 17ß-cypionate,17ß-cypionate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone decanoate,Décanoate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone enanthate,Énanthate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone isocaproate,Isocaproate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone phenylpropionate,Phénylpropionate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone propionate,Propionate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Testosterone undecanoate,Undécanoate de testostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Tetracaine,Tétracaïne,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Tetracycline,Tetracycline,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
tetrahydrofuranylfentanyl,tetrahydrofuranylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Tetramethylcyclopropanefentanyl,Tetramethylcyclopropanefentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Tetramisole,Tétramisole,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Tetrazepam,Tétrazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,31,
Thebacon,Thébacone,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,31,
Thebaine,Thébaïne,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,4,
Theophylline,Théophylline,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
thiafentanil,thiafentanil,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Thienylfentanyl,Thienylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Thiofentanyl,Thiofentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,13,
Thiofentanyl,Thiofentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,13,
THJ-018,THJ-018,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
THJ-2201,THJ-2201,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
tianeptine,tianeptine,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
Tiletamine,Tilétamine,PCP & analogues,PCP & analogues,Dissociatives,Dissociatifs,OT,,,,,
Tilidine,Tilidine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,17,,,
TMCP-CHM,TMCP-CHM,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Toluene,Toluène,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,OT,,,,,
Topiramate,Topiramate,Antiepileptics/ Mood stabilizers,Antiépileptiques/ Stabilisateurs d'humeur,Other,Autre,FD,F,,,,
Tramadol,Tramadol,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,27,,,
trans-Cinnamoylcocaine,trans-Cinnamoylcocaïne,Tropanes (stimulant),Tropanes (stimulant),Stimulants,Stimulants,CD,I,2,,,
Trazodone,Trazodone,Selective Serotonin Reuptake Inhibitors (SSRI),Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Antidepressants,Antidépresseurs,FD,F,,,,
Trenbolone acetate,Acétate de trenbolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Trenbolone enanthate,Énanthate de trenbolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Triazolam,Triazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,32,
Trifluoromethylphenylpiperazine,Trifluorométhylphénylpipérazine,Arylpiperazines & benzylpiperazines,Arylpipérazines  & benzylpipérazines,Stimulants,Stimulants,CD,III,34,,,
Trimeperidine,trimépéridine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,21,
Tropacocaine,Tropacocaïne,Tropanes (stimulant),Tropanes (stimulant),Stimulants,Stimulants,CD,I,2,,,
U04,U04,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
U-47700,U-47700,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,26,,,
U-50488,U-50488,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
UR-144 degradant,UR-144 degradant,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
UR-144 N-(3-chloropentyl),UR-144 N-(3-chloropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
URB447,URB447,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
URB602,URB602,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Valeryl fentanyl,Valéryl fentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Valproic acid,Valproïque,Antiepileptics/ Mood stabilizers,Antiépileptiques/ Stabilisateurs d'humeur,Other,Autre,FD,F,,,,
Vardenafil,Vardénafil,Erectile dysfunction drugs ,Substances pour la dysfonction érectile ,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Venlafaxine,Venlafaxine,Serotonin/Norepinephrine Reuptake inhibitors (SNRI),Inhibiteurs de la recapture de la sérotonine et de la noradrénaline (IRSN),Antidepressants,Antidépresseurs,FD,F,,,,
Vinylbital,Vinylbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,1,,28,
XLR-11 N-(2-fluoropentyl),XLR-11 N-(2-fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
XLR-11 N-(3-fluoropentyl),XLR-11 N-(3-fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
XLR-11 N-(4-pentenyl),XLR-11 N-(4-pentenyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Xylazine,Xylazine,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
Yohimbine,Yohimbine,Erectile dysfunction drugs ,Substances pour la dysfonction érectile ,Physical performance enhancers,Substances améliorant la performance physique,FD,F,,,,
Zolpidem,Zolpidem,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,25,,,
Zopiclone,Zopiclone,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,FD,F,,,,
"α-methyl-3,4-methylenedioxyphenylpropionamide","α-méthyl-3,4-méthylènedioxyphénylpropionamide",Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,9,,,
α-Methylfentanyl,α-Méthylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,8,
α-Methylthiofentanyl,α-Méthylthiofentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,9,
α-pyrrolidinohexanophenone,α-pyrrolidinohexanophénone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,17.1,,,
α-pyrrolidinopentiophenone,α-pyrrolidinopentiophénone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,17.1,,,
